,ClonalityCatFinal,USDAGroup,USDAHabit,USDADuration,PollMode1,DispMode1,Genus,Species,Family,USDACode,WorZ_SppCode,seedmass_mg,dispmass_mg,n_seed_pop,leaf_height_cm,flwr_height_cm,n_height_pop,fresh_mass_g,dry_mass_g,n_leaf_pop,WI_native,WI_C,WI_W,MO_native,MO_C,MO_W,underground,jmclonal,WI_wet,MO_wet,sla,n_sla_pop
492,ClonalGuer,Fern,Forb_herb,Perennial,Wind,Wind,Pteridium,aquilinum,Dennstaedtiaceae,PTAQ,WPTEAQU,NA,NA,NA,NA,NA,NA,103.195,28.64,1,native,2,3,NA,NA,NA,5,NA,FACU,FACU,176.229155,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Anemone,patens,Ranunculaceae,PUPAM,WANEPAT,NA,NA,NA,17.375,21.125,2,3.32,0.665,1,native,7,5,NA,NA,NA,5,NA,NA,NA,117.3984962,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Pycnanthemum,virginianum,Lamiaceae,PYVI,WPYCVIR,NA,NA,NA,53.33333333,54.03333333,3,0.355,0.108333333,3,native,6,-3,NA,NA,NA,4,NA,FACW,FAC,198.9262626,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,NonClonal,Dicot,Tree,Perennial,Wind,Unassisted,Quercus,ellipsoidalis,Fagaceae,QUEL,WQUEELL,NA,NA,NA,NA,NA,NA,14.505,5.655,1,native,5,5,NA,NA,NA,2,NA,NA,NA,114.884527,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,NonClonal,Dicot,Tree,Perennial,Wind,MammalBird,Quercus,macrocarpa,Fagaceae,QUMA2,WQUEMAC,1718.312167,1718.312167,4,NA,NA,NA,17.81,7.731666667,3,native,5,0,NA,NA,NA,2,NA,FAC,FAC,114.4576879,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,NonClonal,Dicot,Tree,Perennial,Wind,Unassisted,Quercus,velutina,Fagaceae,QUVE,WQUEVEL,1716.666667,2530.294118,1,NA,NA,NA,NA,NA,NA,native,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Ratibida,pinnata,Asteraceae,RAPI,WRATPIN,0.312822222,0.312822222,3,105.6,117.6666667,3,10.92166667,2.416666667,3,native,4,5,NA,NA,NA,4,NA,NA,NA,168.4656337,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,NonClonal,Dicot,Shrub,Perennial,Bee,MammalBird,Rhamnus,cathartica,Rhamnaceae,RHCA3,WRHACAT,24.04702222,279.0694615,3,NA,NA,NA,2.00125,0.48,4,non-native,0,0,NA,NA,NA,2,NA,FAC,FACU,347.6953556,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,ClonalGuer,Dicot,Shrub,Perennial,Bee,MammalBird,Rhus,glabra,Anacardiaceae,RHGL,WRHUGLA,6.082955556,12.61662222,3,141.1416667,123.05,2,51.70166667,19.94666667,3,native,2,5,NA,NA,NA,5,NA,NA,NA,112.6912464,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,NonClonal,Dicot,Shrub,Perennial,Bee,MammalBird,Ribes,cynosbati,Grossulariaceae,RICY,WRIBCYN,NA,NA,NA,NA,NA,NA,2.205,0.48,1,native,3,0,NA,NA,NA,2,NA,FAC,FACU,298.7854167,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ClonalPhl,Dicot,Tree,Perennial,Bee,Unassisted,Robinia,pseudoacacia,Fabaceae,ROPS,WROBSPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,FACU,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,NA,Dicot,NA,NA,NA,NA,Rosa,L.,Rosaceae,ROSA5,WROSSPP,16.76333333,854,1,52,50.4,1,7.255,2.435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.8997947,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,ClonalGuer,Dicot,Forb_herb,Perennial,Wind,Bird,Rumex,acetosella,Polygonaceae,RUAC3,WRUMACE,0.278066667,0.278066667,3,15.96,28.70666667,3,0.578333333,0.083333333,3,non-native,0,3,NA,NA,NA,5,NA,FACU,UPL,208.1140351,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,ClonalGuer,Dicot,Forb_herb,Perennial,Wind,Wind,Rumex,altissimus,Polygonaceae,RUAL4,WRUMALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,2,-3,NA,NA,NA,5,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,NA,Dicot,NA,NA,Bee,NA,Rubus,L.,Rosaceae,RUBUS,WRUBSPP,NA,NA,NA,85.8,79.6,1,7.725,3.045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.4312696,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,ClonalPhl,Dicot,Forb_herb,Perennial,Wind,Wind,Rumex,crispus,Polygonaceae,RUCR,WRUMCRI,1.0386,2.322422222,3,60.23333333,78.11666667,3,6.536666667,0.95,3,non-native,0,0,NA,NA,NA,4,NA,FAC,FAC,223.5902029,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,NonClonal,Dicot,Forb_herb,ABP,Bee,Unassisted,Rudbeckia,hirta,Asteraceae,RUHI2,WRUDHIR,0.168733333,0.168733333,2,50.56666667,59.03333333,3,2.663333333,0.491666667,3,native,4,3,NA,NA,NA,1,NA,FACU,FACU,232.2730008,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Rudbeckia,laciniata,Asteraceae,RULA3,WRUDLAC,NA,NA,NA,135.4,146.4,1,10.52,2.18,1,native,6,-3,NA,NA,NA,5,NA,FACW,FACW,175.9876147,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Rudbeckia,subtomentosa,Asteraceae,RUSU,WRUDSUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,3,NA,NA,NA,4,NA,FACU,FAC,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,ClonalPhl,Dicot,Forb_herb,Perennial,NA,Unassisted,Rudbeckia,triloba,Asteraceae,RUTR2,WRUDTRI,0.5458,0.5458,1,NA,NA,NA,NA,NA,NA,native,4,3,NA,NA,NA,4,NA,FACU,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,ClonalGuer,Dicot,Shrub,Perennial,Bee,Wind,Salix,humilis,Salicaceae,SAHU2,WSALHUM,NA,NA,NA,NA,NA,NA,2.805,1.065,1,native,6,3,NA,NA,NA,5,NA,FACU,FACU,125.2920188,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,NA,Dicot,NA,NA,Bee,NA,Sanicula,L.,Apiaceae,SANIC,WSANSPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,ClonalGuer,Dicot,Forb_herb,Perennial,Moth,Unassisted,Saponaria,officinalis,Caryophyllaceae,SAOF4,WSAPOFF,1.744755556,1.744755556,3,59.03333333,70.1,3,3.108333333,0.628333333,3,non-native,0,3,NA,NA,NA,5,NA,FACU,FACU,191.596597,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Saxifraga,pensylvanica,Saxifragaceae,SAPE8,WSAXPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Scrophularia,lanceolata,Scrophulariaceae,SCLA,WSCRLAN,0.067666667,0.067666667,2,108.5,135.6166667,2,7.3475,1.1075,2,native,4,3,NA,NA,NA,4,NA,FACU,FACU,376.6412844,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Ballistic,Scutellaria,parvula,Lamiaceae,SCPA7,WSCUPAR,NA,NA,NA,18.8,17.54333333,3,0.256666667,0.071666667,3,NA,NA,NA,NA,NA,NA,4,NA,FACU,UPL,219.9809524,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,ClonalPhl,Dicot,Forb_herb,Perennial,Ant,Ant,Scleranthus,perennis,Caryophyllaceae,SCPE5,WSCLPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-native,0,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,ClonalPhl,Monocot,Graminoid,Perennial,Wind,Wind,Andropogon,scoparium,Poaceae,SCSC,WSCHSCO,0.586733333,1.038333333,3,65.53333333,94.76666667,3,1.44,0.531666667,3,native,4,3,NA,NA,NA,4,NA,FACU,FACU,156.9702174,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,ClonalGuer,Lycopod,Forb_herb,Perennial,VegOnly,Water,Selaginella,rupestris,Selaginellaceae,SERU,WSELRUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,5,NA,NA,NA,5,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,ClonalPhl,Monocot,NA,NA,NA,Adhesive,Setaria,P.,Poaceae,SETAR,WSETSPP,2.074866667,2.6368,2,41.6,48.3,1,3.36,0.66,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,275.4439394,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Coronilla,varia,Fabaceae,SEVA4,WCORVAR,3.685090909,12.1776,1,37.8,41.6,1,1.6,0.315,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,233.8347278,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,NonClonal,Dicot,Forb_herb,Annual,Bee,Unassisted,Silene,antirrhina,Caryophyllaceae,SIAN2,WSILANT,0.088666667,0.088666667,1,28.33333333,33.8,1,NA,NA,NA,native,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,NonClonal,Dicot,Forb_herb,Annual,Bee,Unassisted,Sinapis,arvensis,Brassicaceae,SIAR4,WSINARV,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-native,0,5,NA,NA,NA,1,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,NonClonal,Monocot,Forb_herb,Perennial,Bee,Unassisted,Sisyrinchium,campestre,Iridaceae,SICA9,WSISCAM,0.413933333,0.413933333,3,18.3375,23.85,4,0.336666667,0.083333333,3,native,7,5,NA,NA,NA,3,NA,NA,NA,222.0483211,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Silphium,integrifolium,Asteraceae,SIIN2,WSILINT,5.855625397,8.036911111,3,102.8333333,111.8333333,3,12.63166667,2.54,3,native,6,3,NA,NA,NA,4,NA,FACU,FAC,140.0794272,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,NonClonal,Dicot,Forb_herb,BP,Moth,Unassisted,Silene,latifolia,Caryophyllaceae,SILA21,WSILLAT,0.918466667,0.918466667,3,48.7,61.95,3,2.955,0.426666667,3,non-native,0,5,NA,NA,NA,3,NA,NA,NA,247.8843609,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,NonClonal,Dicot,Forb_herb,Perennial,Bee,Unassisted,Silphium,laciniatum,Asteraceae,SILA3,WSILLAC,18.16013333,25.36277778,3,130.99,172.7233333,3,222.6683333,77.67333333,3,native,8,5,NA,NA,NA,3,NA,NA,NA,65.62473019,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Silphium,perfoliatum,Asteraceae,SIPE2,WSILPER,8.304566667,8.321666667,4,152.0833333,172,3,91.846,20.17833333,3,native,4,-3,NA,NA,NA,4,NA,FACW,FAC,111.2885841,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Silene,stellata,Caryophyllaceae,SIST,WSILSTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,NonClonal,Dicot,Forb_herb,Perennial,Bee,Unassisted,Silphium,terebinthinaceum,Asteraceae,SITE,WSILTER,7.487755556,9.1644,3,72.61,176.3866667,3,230.9075,62.5995,2,native,7,0,NA,NA,NA,3,NA,FAC,FACU,71.87076871,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,ClonalPhl,Dicot,Forb_herb,Perennial,Moth,Unassisted,Silene,vulgaris,Caryophyllaceae,SIVU,WSILVUL,0.658533333,56.30044444,1,45.80357143,57.4,4,1.745,0.22,3,non-native,0,5,NA,NA,NA,4,NA,NA,NA,350.8157578,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,ClonalGuer,Monocot,Forb_herb,Perennial,Bee,Bird,Smilax,lasioneura,Smilacaceae,SMLA3,WSMILAS,75.59023492,260.5180794,3,94.9,94.03333333,3,4.085,0.843333333,3,native,4,3,NA,NA,NA,5,NA,NA,NA,258.0712761,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,canadensis,Asteraceae,SOAL6,WSOLCAN,0.054844444,0.076088889,3,102.0333333,111.5666667,3,2.321666667,0.715,3,native,1,3,NA,NA,NA,5,NA,FACU,FACU,166.9081681,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,NonClonal,Dicot,Forb_herb,Annual,Bee,Wind,Sonchus,asper,Asteraceae,SOAS,WSONASP,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-native,0,3,NA,NA,NA,1,NA,FACU,FAC,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,MammalBird,Solanum,dulcamara,Solanaceae,SODU,WSOLDUL,2.011533333,392.5031333,2,88.23529412,87.70882353,2,3.368333333,0.588333333,3,non-native,0,0,NA,NA,NA,5,NA,FAC,FAC,434.8633123,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,gigantea,Asteraceae,SOGI,WSOLGIG,NA,NA,NA,136.8,148.5,2,3.23,0.9375,2,native,3,-3,NA,NA,NA,5,NA,FACW,FACW,224.6128205,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,juncea,Asteraceae,SOJU,WSOLJUN,0.047033333,0.0852,2,42.9,50.4,2,2.2825,0.71,2,native,4,5,NA,NA,NA,4,NA,NA,NA,100.995486,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,missouriensis,Asteraceae,SOMI2,WSOLMIS,NA,NA,NA,56.26666667,64.93333333,3,2.458333333,0.701666667,3,native,7,5,NA,NA,NA,5,NA,NA,NA,112.7306178,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,nemoralis,Asteraceae,SONE,WSOLNEM,0.081935714,0.108966667,2,35.46666667,39.6,3,1.653333333,0.548333333,3,native,4,5,NA,NA,NA,4,NA,NA,NA,97.96525261,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,ClonalPhl,Monocot,Graminoid,Perennial,Wind,Unassisted,Sorghastrum,nutans,Poaceae,SONU2,WSORNUT,1.057422222,2.162422222,3,82.83333333,130.2666667,3,5.958333333,1.42,3,native,5,3,NA,NA,NA,4,NA,FACU,FACU,136.328839,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,speciosa,Asteraceae,SOSP2,WSOLSPE,0.0347,0.045433333,2,67.06666667,80.23333333,3,3.266666667,0.95,3,native,5,5,NA,NA,NA,5,NA,NA,NA,140.0456137,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,ulmifolia,Asteraceae,SOUL2,WSOLULM,NA,NA,NA,NA,NA,NA,2.62,0.7325,2,native,5,5,NA,NA,NA,4,NA,NA,NA,280.4688578,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,ClonalPhl,Dicot,Shrub,Perennial,Bee,Unassisted,Spiraea,alba,Rosaceae,SPAL2,WSPIALB,NA,NA,NA,82.81111111,93.15555556,2,0.955,0.3875,2,native,4,-3,NA,NA,NA,4,NA,FACW,FACW,130.8882353,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,ClonalPhl,Monocot,Forb_herb,Perennial,Bee,Wind,Spiranthes,cernua,Orchidaceae,SPCE,WSPICER,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,5,-3,NA,NA,NA,4,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,ClonalGuer,Monocot,Graminoid,Perennial,Wind,Unassisted,Sporobolus,heterolepis,Poaceae,SPHE,WSPOHET,0.9402,0.9402,1,60.45,75.75,2,0.965,0.4775,2,native,10,3,NA,NA,NA,5,NA,FACU,UPL,115.5013305,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,ClonalGuer,Monocot,Graminoid,Perennial,Wind,Adhesive,Spartina,pectinata,Poaceae,SPPE,WSPAPEC,NA,NA,NA,152.3,148.65,3,15.86666667,7.008333333,3,native,5,-3,NA,NA,NA,5,NA,FACW,OBL,88.45408632,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Stachys,palustris,Lamiaceae,STPA,WSTAPAL,0.768866667,0.768866667,1,70.39,79.295,2,2.13,0.6475,2,native,5,-5,NA,NA,NA,5,NA,OBL,OBL,192.3274376,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,ciliolatum,Asteraceae,SYCI,WSYMCIL,NA,NA,NA,78.8,81.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,sagittifolium,Asteraceae,SYCO4,WSYMSAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,ClonalPhl,Dicot,Shrub,Perennial,Wind,MammalBird,Corylus,americana,Betulaceae,COAM3,WCORAME,529.1107692,529.1107692,1,125.4,113.5,1,3.505,1.3725,2,NA,NA,NA,NA,NA,NA,4,NA,FACU,FACU,235.2526946,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,NonClonal,Dicot,Forb_herb,AB,NA,Wind,Conyza,canadensis,Asteraceae,COCA5,WCONCAN,0.024533333,0.032733333,3,61.1,68.4,3,0.56,0.115,3,Native,2,NA,NA,NA,NA,1,NA,NA,NA,275.7416058,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,ericoides,Asteraceae,SYER,WSYMERI,0.0084,0.064933333,1,55.2,56.1,2,0.303333333,0.076666667,3,native,4,3,NA,NA,NA,5,NA,FACU,FACU,162.2458333,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Aster,laevis,Asteraceae,SYLA3,WSYMLAE,0.4272,0.4348,1,74.53333333,87.26666667,3,5.78,1.221666667,3,native,6,3,NA,NA,NA,4,NA,FACU,FACU,158.9782609,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,lanceolatum,Asteraceae,SYLA6,WSYMLAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,4,0,NA,NA,NA,5,NA,FAC,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,novae-angliae,Asteraceae,SYNO2,WSYMNOV,0.1403,0.186266667,2,86,90.2,1,1.8275,0.4625,2,NA,NA,NA,NA,NA,NA,4,NA,FACW,FACW,159.4269903,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Aster,oblongifolius,Asteraceae,SYOB,WSYMOBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,6,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Aster,azureus,Asteraceae,SYOO,WSYMOOL,NA,NA,NA,38.4,54.63333333,3,5.158333333,1.283333333,3,native,5,5,NA,NA,NA,4,NA,NA,NA,103.4116116,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,pilosum,Asteraceae,SYPI2,WSYMPIL,0.087633333,0.118566667,2,54.2,63.4,1,0.6,0.141666667,3,native,1,3,NA,NA,NA,4,NA,FACU,FAC,144.1111111,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Symphyotrichum,prenanthoides,Asteraceae,SYPR6,WSYMPRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,9,0,NA,NA,NA,5,NA,FAC,FAC,NA,NA
